D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0009.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-83;1.378;49.97;6.400;187.2;5.640;
1-84;1.395;49.97;6.200;187.3;5.673;
1-85;1.411;49.97;6.400;187.5;5.706;
1-86;1.428;49.97;6.300;187.7;5.739;
1-87;1.445;49.97;6.300;187.8;5.772;
1-88;1.461;49.97;6.200;187.9;5.805;
1-89;1.478;49.97;6.200;188.1;5.837;
1-90;1.495;49.97;6.100;188.2;5.869;
1-91;1.511;49.97;6.100;188.4;5.901;
1-92;1.528;49.97;6.100;188.5;5.933;
1-93;1.545;49.97;6.000;188.6;5.965;
1-94;1.561;49.97;6.100;188.8;5.996;
1-95;1.578;49.97;5.900;188.9;6.028;
1-96;1.595;49.97;6.000;189.0;6.059;
1-97;1.611;49.97;5.900;189.1;6.090;
1-98;1.628;49.97;6.000;189.3;6.121;
1-99;1.645;49.97;5.900;189.3;6.152;
1-100;1.661;49.97;5.900;189.5;6.183;
1-101;1.678;49.97;5.900;189.6;6.214;
1-102;1.695;49.97;5.800;189.7;6.245;
1-103;1.711;49.97;5.900;189.8;6.275;
1-104;1.728;49.97;5.800;189.9;6.306;
1-105;1.745;49.97;5.800;190.0;6.336;
1-106;1.761;49.97;5.700;190.1;6.366;
1-107;1.778;49.97;5.800;190.2;6.396;
1-108;1.795;49.97;5.700;190.3;6.427;
1-109;1.811;49.97;5.700;190.4;6.456;
1-110;1.828;49.97;5.700;190.5;6.486;
1-111;1.845;49.97;5.600;190.6;6.516;
1-112;1.861;49.97;5.700;190.7;6.545;
1-113;1.878;49.97;5.600;190.8;6.575;
1-114;1.895;49.97;5.600;190.9;6.604;
1-115;1.911;49.97;5.600;191.0;6.633;
1-116;1.928;49.97;5.600;191.2;6.663;
1-117;1.945;49.97;5.600;191.2;6.692;
1-118;1.961;49.97;5.600;191.3;6.721;
1-119;1.978;49.97;5.600;191.4;6.751;
1-120;1.995;49.97;5.400;191.5;6.780;
1-121;2.011;49.97;5.600;191.6;6.808;
1-122;2.028;49.97;5.400;191.7;6.837;
1-123;2.045;49.97;5.600;191.8;6.866;
1-124;2.061;49.97;5.500;191.9;6.895;
1-125;2.078;49.97;5.500;192.0;6.924;
1-126;2.095;49.97;5.400;192.1;6.952;
1-127;2.111;49.97;5.500;192.1;6.981;
1-128;2.128;49.97;5.500;192.2;7.010;
1-129;2.145;49.97;5.400;192.3;7.038;
1-130;2.161;49.97;5.500;192.4;7.067;
1-131;2.178;49.97;5.400;192.5;7.095;
1-132;2.195;49.97;5.400;192.6;7.123;
1-133;2.211;49.97;5.300;192.7;7.151;
1-134;2.228;49.97;5.400;192.8;7.179;
1-135;2.245;49.97;5.400;192.8;7.208;
1-136;2.261;49.97;5.300;192.9;7.236;
1-137;2.278;49.97;5.400;192.9;7.264;
1-138;2.295;49.97;5.200;193.0;7.291;
1-139;2.311;49.97;5.300;193.1;7.319;
1-140;2.328;49.97;5.200;193.2;7.346;
1-141;2.345;49.97;5.400;193.2;7.374;
1-142;2.361;49.97;5.200;193.3;7.402;
1-143;2.378;49.97;5.300;193.3;7.429;
1-144;2.395;49.97;5.200;193.4;7.457;
1-145;2.411;49.97;5.200;193.5;7.484;
1-146;2.428;49.97;5.200;193.6;7.511;
1-147;2.445;49.97;5.200;193.7;7.538;
1-148;2.461;49.97;5.300;193.8;7.566;
1-149;2.478;49.97;5.200;193.8;7.593;
1-150;2.495;49.97;5.100;193.9;7.620;
1-151;2.511;49.97;5.100;194.0;7.647;
1-152;2.528;49.97;5.200;194.0;7.674;
1-153;2.545;49.97;5.200;194.1;7.701;
1-154;2.561;49.97;5.100;194.2;7.728;
1-155;2.578;49.97;5.200;194.2;7.755;
1-156;2.595;49.97;5.000;194.3;7.782;
1-157;2.611;49.97;5.200;194.4;7.808;
1-158;2.628;49.97;5.000;194.4;7.835;
1-159;2.645;49.97;5.200;194.6;7.862;
1-160;2.661;49.97;5.000;194.6;7.888;
1-161;2.678;49.97;5.100;194.7;7.915;
1-162;2.695;49.97;5.000;194.8;7.941;
1-163;2.711;49.97;5.000;194.8;7.967;
1-164;2.728;49.97;5.000;194.9;7.994;
1-165;2.745;49.97;5.000;195.0;8.020;
1-166;2.761;49.97;5.100;195.0;8.046;
1-167;2.778;49.97;5.000;195.1;8.073;
1-168;2.795;49.97;4.900;195.2;8.099;
1-169;2.811;49.97;5.000;195.3;8.124;
1-170;2.828;49.97;5.000;195.3;8.151;
1-171;2.845;49.97;5.000;195.4;8.177;
1-172;2.861;49.97;4.900;195.5;8.203;
1-173;2.878;49.97;5.000;195.5;8.229;
1-174;2.895;49.97;4.900;195.6;8.255;
1-175;2.911;49.97;5.000;195.7;8.280;
1-176;2.928;49.97;4.800;195.7;8.306;
1-177;2.945;49.97;5.000;195.8;8.332;
1-178;2.961;49.97;4.800;195.9;8.357;
1-179;2.978;49.97;4.900;195.9;8.383;
1-180;2.995;49.97;4.900;196.0;8.408;
1-181;3.011;49.97;4.800;196.1;8.434;
1-182;3.028;49.97;4.900;196.1;8.459;
1-183;3.045;49.97;4.800;196.2;8.485;
1-184;3.061;49.97;4.900;196.2;8.510;
1-185;3.078;49.97;4.800;196.3;8.535;
1-186;3.095;49.97;4.800;196.4;8.560;
1-187;3.111;49.97;4.800;196.4;8.586;
1-188;3.128;49.97;4.900;196.4;8.611;
1-189;3.145;49.97;4.800;196.6;8.636;
1-190;3.161;49.97;4.700;196.6;8.661;
1-191;3.178;49.97;4.900;196.7;8.686;
1-192;3.195;49.97;4.700;196.7;8.711;
1-193;3.211;49.97;4.800;196.8;8.736;
1-194;3.228;49.97;4.700;196.9;8.761;
1-195;3.245;49.97;4.800;197.0;8.786;
1-196;3.261;49.97;4.700;197.0;8.811;
1-197;3.278;49.97;4.800;197.1;8.836;
1-198;3.295;49.97;4.800;197.1;8.861;
1-199;3.311;49.97;4.700;197.2;8.886;
1-200;3.328;49.97;4.700;197.3;8.910;
1-201;3.345;49.97;4.600;197.3;8.935;
1-202;3.361;49.97;4.700;197.4;8.959;
1-203;3.378;49.97;4.700;197.4;8.984;
1-204;3.395;49.97;4.700;197.5;9.008;
1-205;3.411;49.97;4.600;197.5;9.032;
1-206;3.428;49.97;4.700;197.6;9.057;
1-207;3.445;49.97;4.700;197.7;9.081;
1-208;3.461;49.97;4.600;197.7;9.106;
1-209;3.478;49.97;4.700;197.8;9.130;
1-210;3.495;49.97;4.600;197.8;9.154;
1-211;3.511;49.97;4.600;197.9;9.178;
1-212;3.528;49.97;4.500;197.9;9.202;
1-213;3.545;49.97;4.700;198.0;9.226;
1-214;3.561;49.97;4.600;198.0;9.251;
1-215;3.578;49.97;4.600;198.1;9.275;
1-216;3.595;49.97;4.600;198.1;9.299;
1-217;3.611;49.97;4.500;198.2;9.323;
1-218;3.628;49.97;4.600;198.2;9.346;
1-219;3.645;49.97;4.500;198.3;9.370;
1-220;3.661;49.97;4.600;198.4;9.394;
1-221;3.678;49.97;4.500;198.4;9.418;
1-222;3.695;49.97;4.600;198.5;9.442;
1-223;3.711;49.97;4.500;198.5;9.466;
1-224;3.728;49.97;4.600;198.6;9.489;
1-225;3.745;49.97;4.500;198.6;9.513;
1-226;3.761;49.97;4.500;198.7;9.537;
1-227;3.778;49.97;4.600;198.7;9.560;
1-228;3.795;49.97;4.500;198.8;9.584;
1-229;3.811;49.97;4.500;198.8;9.608;
1-230;3.828;49.97;4.400;198.8;9.631;
1-231;3.845;49.97;4.500;198.9;9.654;
1-232;3.861;49.97;4.500;199.0;9.678;
1-233;3.878;49.97;4.400;199.0;9.701;
1-234;3.895;49.97;4.500;199.0;9.725;
1-235;3.911;49.97;4.400;199.1;9.748;
1-236;3.928;49.97;4.500;199.1;9.771;
1-237;3.945;49.97;4.400;199.2;9.794;
1-238;3.961;49.97;4.500;199.2;9.818;
1-239;3.978;49.97;4.400;199.3;9.841;
1-240;3.995;49.97;4.500;199.3;9.864;
1-241;4.011;49.97;4.400;199.4;9.888;
1-242;4.028;49.97;4.500;199.4;9.911;
1-243;4.045;49.97;4.400;199.4;9.934;
1-244;4.061;49.97;4.400;199.5;9.957;
1-245;4.078;49.97;4.500;199.5;9.980;
1-246;4.095;49.97;4.400;199.6;10.00;
1-247;4.111;49.97;4.400;199.6;10.03;
1-248;4.128;49.97;4.400;199.6;10.05;
1-249;4.145;49.97;4.500;199.7;10.07;
1-250;4.161;49.97;4.400;199.7;10.10;
1-251;4.178;49.97;4.400;199.8;10.12;
1-252;4.195;49.97;4.400;199.8;10.14;
1-253;4.211;49.97;4.300;199.9;10.17;
1-254;4.228;49.97;4.400;199.9;10.19;
1-255;4.245;49.97;4.300;200.0;10.21;
1-256;4.261;49.97;4.400;200.0;10.23;
1-257;4.278;49.97;4.300;200.0;10.26;
1-258;4.295;49.97;4.400;200.0;10.28;
1-259;4.311;49.97;4.300;200.1;10.30;
1-260;4.328;49.97;4.400;200.1;10.32;
1-261;4.345;49.97;4.300;200.2;10.35;
1-262;4.361;49.97;4.300;200.2;10.37;
1-263;4.378;49.97;4.400;200.2;10.39;
1-264;4.395;49.97;4.300;200.3;10.42;
1-265;4.411;49.97;4.300;200.3;10.44;
1-266;4.428;49.97;4.300;200.3;10.46;
1-267;4.445;49.97;4.400;200.4;10.48;
1-268;4.461;49.97;4.300;200.4;10.51;
1-269;4.478;49.97;4.300;200.4;10.53;
1-270;4.495;49.97;4.400;200.5;10.55;
1-271;4.511;49.97;4.200;200.5;10.57;
1-272;4.528;49.97;4.300;200.5;10.60;
1-273;4.545;49.97;4.200;200.6;10.62;
1-274;4.561;49.97;4.400;200.6;10.64;
1-275;4.578;49.97;4.200;200.6;10.66;
1-276;4.595;49.97;4.300;200.7;10.69;
1-277;4.611;49.97;4.200;200.7;10.71;
1-278;4.628;49.97;4.300;200.8;10.73;
1-279;4.645;49.97;4.200;200.8;10.75;
1-280;4.661;49.97;4.200;200.8;10.77;
1-281;4.678;49.97;4.300;200.9;10.80;
1-282;4.695;49.97;4.200;200.9;10.82;
1-283;4.711;49.97;4.200;201.0;10.84;
1-284;4.728;49.97;4.200;201.0;10.86;
1-285;4.745;49.97;4.300;201.0;10.88;
1-286;4.761;49.97;4.200;201.1;10.91;
1-287;4.778;49.97;4.200;201.1;10.93;
1-288;4.795;49.97;4.300;201.1;10.95;
1-289;4.811;49.97;4.100;201.2;10.97;
1-290;4.828;49.97;4.200;201.2;10.99;
1-291;4.845;49.97;4.100;201.2;11.02;
1-292;4.861;49.97;4.300;201.3;11.04;
1-293;4.878;49.97;4.100;201.3;11.06;
1-294;4.895;49.97;4.200;201.3;11.08;
1-295;4.911;49.97;4.200;201.3;11.10;
1-296;4.928;49.97;4.200;201.4;11.13;
1-297;4.945;49.97;4.200;201.4;11.15;
1-298;4.961;49.97;4.100;201.4;11.17;
1-299;4.978;49.97;4.200;201.5;11.19;
1-300;4.995;49.97;4.200;201.5;11.21;
1-301;5.011;49.97;4.200;201.5;11.24;
1-302;5.028;49.97;4.200;201.6;11.26;
1-303;5.045;49.97;4.200;201.6;11.28;
1-304;5.061;49.97;4.200;201.6;11.30;
1-305;5.078;49.97;4.100;201.7;11.32;
1-306;5.095;49.97;4.300;201.7;11.35;
1-307;5.111;49.97;4.100;201.7;11.37;
1-308;5.128;49.97;4.200;201.8;11.39;
1-309;5.145;49.97;4.100;201.8;11.41;
1-310;5.161;49.97;4.200;201.8;11.43;
1-311;5.178;49.97;4.100;201.8;11.45;
1-312;5.195;49.97;4.100;201.9;11.48;
1-313;5.211;49.97;4.100;201.9;11.50;
1-314;5.228;49.97;4.100;201.9;11.52;
1-315;5.245;49.97;4.100;202.0;11.54;
1-316;5.261;49.97;4.000;202.0;11.56;
1-317;5.278;49.97;4.200;202.0;11.58;
1-318;5.295;49.97;4.100;202.0;11.60;
1-319;5.311;49.97;4.100;202.0;11.63;
1-320;5.328;49.97;4.100;202.1;11.65;
1-321;5.345;49.97;4.100;202.1;11.67;
1-322;5.361;49.97;4.100;202.1;11.69;
1-323;5.378;49.97;4.000;202.2;11.71;
1-324;5.395;49.97;4.100;202.2;11.73;
1-325;5.411;49.97;4.000;202.2;11.75;
1-326;5.428;49.97;4.100;202.3;11.77;
1-327;5.445;49.97;4.000;202.3;11.80;
1-328;5.461;49.97;4.100;202.3;11.82;
1-329;5.478;49.97;4.000;202.3;11.84;
1-330;5.495;49.97;4.100;202.4;11.86;
1-331;5.511;49.97;4.100;202.4;11.88;
1-332;5.528;49.97;4.000;202.4;11.90;
1-333;5.545;49.97;4.100;202.4;11.92;
1-334;5.561;49.97;4.000;202.5;11.94;
1-335;5.578;49.97;4.100;202.5;11.97;
1-336;5.595;49.97;4.000;202.5;11.99;
1-337;5.611;49.97;4.000;202.6;12.01;
1-338;5.628;49.97;4.000;202.6;12.03;
1-339;5.645;49.97;4.000;202.6;12.05;
1-340;5.661;49.97;4.000;202.6;12.07;
1-341;5.678;49.97;4.000;202.6;12.09;
1-342;5.695;49.97;4.100;202.7;12.11;
1-343;5.711;49.97;4.000;202.7;12.13;
1-344;5.728;49.97;4.000;202.7;12.16;
1-345;5.745;49.97;4.000;202.7;12.18;
1-346;5.761;49.97;4.100;202.8;12.20;
1-347;5.778;49.97;4.000;202.8;12.22;
1-348;5.795;49.97;4.000;202.8;12.24;
1-349;5.811;49.97;4.000;202.8;12.26;
1-350;5.828;49.97;4.000;202.8;12.28;
1-351;5.845;49.97;4.000;202.9;12.30;
1-352;5.861;49.97;4.000;202.9;12.32;
1-353;5.878;49.97;4.100;202.9;12.34;
1-354;5.895;49.97;3.900;202.9;12.37;
1-355;5.911;49.97;4.000;203.0;12.39;
1-356;5.928;49.97;3.900;203.0;12.41;
1-357;5.945;49.97;4.000;203.0;12.43;
1-358;5.961;49.97;4.000;203.0;12.45;
1-359;5.978;49.97;4.000;203.1;12.47;
1-360;5.995;49.97;4.000;203.1;12.49;
1-361;6.011;49.97;3.900;203.1;12.51;
1-362;6.028;49.97;4.000;203.1;12.53;
1-363;6.045;49.97;3.900;203.2;12.55;
1-364;6.061;49.97;4.000;203.2;12.57;
1-365;6.078;49.97;4.000;203.2;12.59;
1-366;6.095;49.97;4.000;203.2;12.61;
1-367;6.111;49.97;4.000;203.2;12.64;
1-368;6.128;49.97;3.900;203.3;12.66;
1-369;6.145;49.97;4.000;203.3;12.68;
1-370;6.161;49.97;3.900;203.3;12.70;
1-371;6.178;49.97;4.100;203.3;12.72;
1-372;6.195;49.97;3.900;203.4;12.74;
1-373;6.211;49.97;4.000;203.4;12.76;
1-374;6.228;49.97;3.900;203.4;12.78;
1-375;6.245;49.97;4.000;203.4;12.80;
1-376;6.261;49.97;4.000;203.4;12.82;
1-377;6.278;49.97;3.900;203.4;12.84;
1-378;6.295;49.97;4.000;203.4;12.86;
1-379;6.311;49.97;4.000;203.5;12.88;
1-380;6.328;49.97;4.000;203.5;12.91;
1-381;6.345;49.97;3.900;203.5;12.93;
1-382;6.361;49.97;4.000;203.5;12.95;
1-383;6.378;49.97;4.000;203.6;12.97;
1-384;6.395;49.97;3.900;203.6;12.99;
1-385;6.411;49.97;4.000;203.6;13.01;
1-386;6.428;49.97;3.900;203.6;13.03;
1-387;6.445;49.97;4.000;203.6;13.05;
1-388;6.461;49.97;3.900;203.6;13.07;
1-389;6.478;49.97;4.000;203.7;13.09;
1-390;6.495;49.97;3.900;203.7;13.11;
1-391;6.511;49.97;4.000;203.7;13.13;
1-392;6.528;49.97;3.900;203.7;13.15;
1-393;6.545;49.97;4.000;203.7;13.17;
1-394;6.561;49.97;4.000;203.8;13.20;
1-395;6.578;49.97;3.900;203.8;13.22;
1-396;6.595;49.97;4.000;203.8;13.24;
1-397;6.611;49.97;3.900;203.8;13.26;
1-398;6.628;49.97;4.000;203.8;13.28;
1-399;6.645;49.97;3.900;203.8;13.30;
1-400;6.661;49.97;4.000;203.8;13.32;
1-401;6.678;49.97;3.900;203.9;13.34;
1-402;6.695;49.97;3.900;203.9;13.36;
1-403;6.711;49.97;4.000;203.9;13.38;
1-404;6.728;49.97;3.900;203.9;13.40;
1-405;6.745;49.97;4.000;203.9;13.42;
1-406;6.761;49.97;3.900;204.0;13.44;
1-407;6.778;49.97;4.000;204.0;13.46;
1-408;6.795;49.97;3.900;204.0;13.48;
1-409;6.811;49.97;4.000;204.0;13.51;
1-410;6.828;49.97;3.900;204.0;13.53;
1-411;6.845;49.97;3.900;204.0;13.55;
1-412;6.861;49.97;3.900;204.1;13.57;
1-413;6.878;49.97;3.900;204.1;13.59;
1-414;6.895;49.97;4.000;204.1;13.61;
1-415;6.911;49.97;3.900;204.1;13.63;
1-416;6.928;49.97;3.900;204.2;13.65;
1-417;6.945;49.97;3.900;204.2;13.67;
1-418;6.961;49.97;4.000;204.2;13.69;
1-419;6.978;49.97;3.900;204.2;13.71;
1-420;6.995;49.97;3.900;204.2;13.73;
1-421;7.011;49.97;4.000;204.2;13.75;
1-422;7.028;49.97;3.800;204.2;13.77;
1-423;7.045;49.97;3.900;204.3;13.79;
1-424;7.061;49.97;3.800;204.3;13.81;
1-425;7.078;49.97;4.000;204.3;13.83;
1-426;7.095;49.97;3.900;204.3;13.85;
1-427;7.111;49.97;4.000;204.3;13.87;
1-428;7.128;49.97;3.900;204.3;13.89;
1-429;7.145;49.97;3.900;204.4;13.92;
1-430;7.161;49.97;3.900;204.4;13.94;
1-431;7.178;49.97;3.900;204.4;13.96;
1-432;7.195;49.97;3.900;204.4;13.98;
1-433;7.211;49.97;3.900;204.4;14.00;
1-434;7.228;49.97;3.900;204.4;14.02;
1-435;7.245;49.97;3.800;204.5;14.04;
1-436;7.261;49.97;3.900;204.5;14.06;
1-437;7.278;49.97;3.900;204.5;14.08;
1-438;7.295;49.97;3.900;204.5;14.10;
1-439;7.311;49.97;3.900;204.5;14.12;
1-440;7.328;49.97;3.800;204.5;14.14;
1-441;7.345;49.97;3.900;204.5;14.16;
1-442;7.361;49.97;3.800;204.6;14.18;
1-443;7.378;49.97;3.900;204.6;14.20;
1-444;7.395;49.97;3.900;204.6;14.22;
1-445;7.411;49.97;3.900;204.6;14.24;
1-446;7.428;49.97;3.900;204.6;14.26;
1-447;7.445;49.97;3.900;204.6;14.28;
1-448;7.461;49.97;3.900;204.6;14.30;
1-449;7.478;49.97;3.900;204.6;14.32;
1-450;7.495;49.97;3.900;204.7;14.34;
1-451;7.511;49.97;3.900;204.7;14.36;
1-452;7.528;49.97;3.900;204.7;14.38;
1-453;7.545;49.97;3.800;204.7;14.40;
1-454;7.561;49.97;3.900;204.8;14.42;
1-455;7.578;49.97;3.900;204.8;14.44;
1-456;7.595;49.97;3.900;204.8;14.46;
1-457;7.611;49.97;3.900;204.8;14.48;
1-458;7.628;49.97;3.900;204.8;14.51;
1-459;7.645;49.97;3.900;204.8;14.53;
1-460;7.661;49.97;3.900;204.9;14.55;
1-461;7.678;49.97;3.900;204.9;14.57;
1-462;7.695;49.97;3.900;204.9;14.59;
1-463;7.711;49.97;3.900;204.9;14.61;
1-464;7.728;49.97;4.000;205.0;14.63;
1-465;7.745;49.97;3.900;205.0;14.65;
1-466;7.761;49.97;3.900;205.0;14.67;
1-467;7.778;49.97;3.900;205.0;14.69;
1-468;7.795;49.97;4.000;205.0;14.71;
1-469;7.811;49.97;3.900;205.0;14.73;
1-470;7.828;49.97;3.900;205.1;14.75;
1-471;7.845;49.97;3.900;205.1;14.77;
1-472;7.861;49.97;3.900;205.1;14.79;
1-473;7.878;49.97;4.000;205.1;14.81;
1-474;7.895;49.97;3.900;205.1;14.83;
1-475;7.911;49.97;3.900;205.2;14.85;
1-476;7.928;49.97;3.900;205.2;14.87;
1-477;7.945;49.97;3.900;205.2;14.89;
1-478;7.961;49.97;3.900;205.2;14.91;
1-479;7.978;49.97;4.000;205.2;14.94;
1-480;7.995;49.97;3.900;205.2;14.96;
1-481;8.011;49.97;3.900;205.2;14.98;
1-482;8.028;49.97;4.000;205.3;15.00;
1-483;8.045;49.97;3.900;205.3;15.02;
1-484;8.061;49.97;4.000;205.3;15.04;
1-485;8.078;49.97;3.900;205.3;15.06;
1-486;8.095;49.97;4.000;205.3;15.08;
1-487;8.111;49.97;3.900;205.3;15.10;
1-488;8.128;49.97;4.000;205.4;15.12;
1-489;8.145;49.97;3.900;205.4;15.14;
1-490;8.161;49.97;3.900;205.4;15.16;
1-491;8.178;49.97;3.800;205.4;15.18;
1-492;8.195;49.97;3.800;205.4;15.20;
1-493;8.211;49.97;3.900;205.4;15.22;
1-494;8.228;49.97;3.800;205.4;15.24;
1-495;8.245;49.97;3.800;205.5;15.26;
1-496;8.261;49.97;3.800;205.5;15.28;
1-497;8.278;49.97;3.900;205.5;15.30;
1-498;8.295;49.97;3.800;205.5;15.32;
1-499;8.311;49.97;3.800;205.5;15.34;
1-500;8.328;49.97;3.800;205.5;15.36;
1-501;8.345;49.97;3.800;205.5;15.38;
1-502;8.361;49.97;3.900;205.5;15.40;
1-503;8.378;49.97;3.800;205.6;15.42;
1-504;8.395;49.97;3.900;205.6;15.44;
1-505;8.411;49.97;3.800;205.6;15.46;
1-506;8.428;49.97;3.900;205.6;15.48;
1-507;8.445;49.97;3.900;205.6;15.50;
1-508;8.461;49.97;3.900;205.6;15.52;
1-509;8.478;49.97;3.900;205.6;15.54;
1-510;8.495;49.97;3.900;205.6;15.56;
1-511;8.511;49.97;3.900;205.6;15.59;
1-512;8.528;49.97;3.900;205.7;15.61;
1-513;8.545;49.97;3.900;205.7;15.63;
1-514;8.561;49.97;3.900;205.7;15.65;
1-515;8.578;49.97;3.900;205.7;15.67;
1-516;8.595;49.97;3.900;205.7;15.69;
1-517;8.611;49.97;3.900;205.7;15.71;
1-518;8.628;49.97;3.900;205.7;15.73;
1-519;8.645;49.97;3.800;205.8;15.75;
1-520;8.661;49.97;3.900;205.8;15.77;
1-521;8.678;49.97;3.900;205.8;15.79;
1-522;8.695;49.97;4.000;205.8;15.81;
1-523;8.711;49.97;3.900;205.8;15.83;
1-524;8.728;49.97;4.000;205.8;15.85;
1-525;8.745;49.97;3.900;205.8;15.87;
1-526;8.761;49.97;3.900;205.8;15.89;
1-527;8.778;49.97;4.000;205.8;15.91;
1-528;8.795;49.97;4.000;205.8;15.93;
1-529;8.811;49.97;4.000;205.8;15.95;
1-530;8.828;49.97;3.900;205.8;15.98;
1-531;8.845;49.97;4.000;205.9;16.00;
1-532;8.861;49.97;4.000;205.9;16.02;
1-533;8.878;49.97;4.000;205.9;16.04;
1-534;8.895;49.97;3.900;205.9;16.06;
1-535;8.911;49.97;3.800;205.9;16.08;
1-536;8.928;49.97;3.800;205.9;16.10;
1-537;8.945;49.97;3.800;206.0;16.12;
1-538;8.961;49.97;3.800;206.0;16.14;
1-539;8.978;49.97;3.800;206.0;16.16;
1-540;8.995;49.97;3.900;206.0;16.18;
1-541;9.011;49.97;3.800;206.0;16.20;
1-542;9.028;49.97;3.800;206.0;16.22;
1-543;9.045;49.97;3.700;206.0;16.24;
1-544;9.061;49.97;3.700;206.0;16.26;
1-545;9.078;49.97;3.700;206.0;16.28;
1-546;9.095;49.97;3.700;206.0;16.30;
1-547;9.111;49.97;3.800;206.0;16.32;
1-548;9.128;49.97;3.700;206.0;16.34;
1-549;9.145;49.97;3.800;206.1;16.35;
1-550;9.161;49.97;3.700;206.1;16.37;
1-551;9.178;49.97;3.800;206.1;16.39;
